City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,segou,13.4317,-6.2157,30.05,11,100,3.06,ML,1675717566
283,longyearbyen,78.2186,15.6401,-2.09,93,100,15.95,SJ,1675717395
284,belmonte,-15.8631,-38.8828,26.85,78,0,5.41,BR,1675717566
285,blackwater,-23.5833,148.8833,24.21,79,78,5.02,AU,1675717446
286,brownsville,25.9018,-97.4975,27.27,69,100,9.77,US,1675717458
287,garowe,8.4054,48.4845,20.69,72,41,6.09,SO,1675717567
288,voznesenye,61.0106,35.4781,-12.08,98,80,1.73,RU,1675717568
289,vostok,46.4856,135.8833,-20.36,98,100,2.15,RU,1675717569
290,vila franca do campo,37.7167,-25.4333,14.23,97,100,1.9,PT,1675717569
291,bethel,41.3712,-73.414,8.17,64,100,5.14,US,1675717570
292,warwick,41.7001,-71.4162,8.51,58,75,8.23,US,1675717353
293,rocha,-34.4833,-54.3333,26.47,55,5,4.7,UY,1675717570
294,pevek,69.7008,170.3133,-36.81,100,100,1.61,RU,1675717571
295,bonavista,48.6499,-53.1147,-3.52,94,100,6.54,CA,1675717572
296,pangnirtung,66.1451,-65.7125,-33.0,68,40,3.6,CA,1675717573
297,alofi,-19.0595,-169.9187,28.94,74,75,4.12,NU,1675717573
298,catuday,16.2923,119.8062,24.66,77,84,3.43,PH,1675717574
299,papara,-3.9839,-38.7273,27.22,86,25,1.76,BR,1675717574
300,sorrento,40.626,14.3744,3.95,75,81,3.13,IT,1675717575
301,jalu,29.0331,21.5482,10.72,52,74,4.07,LY,1675717577
302,mayumba,-3.432,10.6554,25.74,82,79,0.9,GA,1675717578
303,tirur,10.9,75.9167,24.55,87,90,1.3,IN,1675717578
304,bubaque,11.2833,-15.8333,24.55,69,4,10.35,GW,1675717581
305,eyl,7.9803,49.8164,23.6,77,17,6.66,SO,1675717582
306,thinadhoo,0.5333,72.9333,27.11,76,100,4.77,MV,1675717583
307,daru,-9.0763,143.2092,24.33,93,100,3.83,PG,1675717583
308,tautira,-17.7333,-149.15,26.88,75,43,6.68,PF,1675717584
309,paamiut,61.994,-49.6678,-11.34,89,100,1.56,GL,1675717584
310,broken hill,-31.95,141.4333,21.11,36,1,4.74,AU,1675717586
311,narsaq,60.9167,-46.05,-14.88,66,40,3.64,GL,1675717320
312,tiksi,71.6872,128.8694,-35.53,100,90,2.32,RU,1675717588
313,alice springs,-23.7,133.8833,18.75,63,40,2.57,AU,1675717590
314,jumla,29.2747,82.1838,1.66,86,13,1.47,NP,1675717590
315,peleduy,59.6289,112.7406,-21.27,99,100,0.57,RU,1675717591
316,ouesso,1.6136,16.0517,25.45,43,64,1.17,CG,1675717591
317,balclutha,-46.2339,169.75,20.01,44,10,4.08,NZ,1675717592
318,saint-philippe,-21.3585,55.7679,25.77,84,81,4.83,RE,1675717592
319,mao,39.8885,4.2658,10.31,81,40,3.6,ES,1675717593
320,chakia,26.4167,85.05,12.96,60,0,2.11,IN,1675717593
321,pietersburg,-23.9045,29.4688,20.47,73,2,4.63,ZA,1675717593
322,tambacounda,13.7539,-13.7586,31.03,15,0,3.09,SN,1675717594
323,ilulissat,69.2167,-51.1,-18.99,78,75,3.6,GL,1675717594
324,along,28.1667,94.7667,14.83,63,100,0.57,IN,1675717595
325,buala,-8.145,159.5921,26.8,83,99,3.64,SB,1675717595
326,tutin,42.9903,20.3314,-12.88,97,81,1.3,RS,1675717595
327,tibu,8.639,-72.7358,34.85,35,47,1.94,CO,1675717596
328,am timan,11.0297,20.2827,27.13,11,90,3.02,TD,1675717346
329,aktash,50.3,87.7333,-20.73,94,96,1.77,RU,1675717596
330,san jose,37.3394,-121.895,16.03,52,20,5.66,US,1675717571
331,barranca,-10.75,-77.7667,24.42,73,46,4.17,PE,1675717597
332,kununurra,-15.7667,128.7333,21.99,94,55,0.0,AU,1675717484
333,salinopolis,-0.6136,-47.3561,25.66,88,97,4.68,BR,1675717330
334,wilmington,34.2257,-77.9447,17.22,43,0,5.66,US,1675717580
335,esperance,-33.8667,121.9,19.35,91,0,6.0,AU,1675717597
336,isangel,-19.55,169.2667,30.06,79,75,1.03,VU,1675717598
337,margate,51.3813,1.3862,5.39,91,5,1.79,GB,1675716832
338,prince rupert,54.3161,-130.3201,5.83,91,100,5.14,CA,1675717524
339,tual,-5.6667,132.75,27.36,77,100,6.49,ID,1675717598
340,airai,-8.9266,125.4092,15.47,91,74,0.92,TL,1675717599
341,yarmouth,41.7057,-70.2286,6.26,79,0,10.73,US,1675717599
342,fethiye,36.6217,29.1164,7.93,64,79,4.83,TR,1675717599
343,vanimo,-2.6741,141.3028,24.71,91,100,1.9,PG,1675717600
344,tiznit,29.5833,-9.5,10.23,73,24,0.29,MA,1675717600
345,thai binh,20.45,106.3333,19.79,96,100,3.85,VN,1675717601
346,hofn,64.2539,-15.2082,2.74,71,40,14.52,IS,1675717601
347,arlit,18.7369,7.3853,23.12,13,100,4.6,NE,1675717605
348,quepos,9.4236,-84.1652,29.3,61,1,2.85,CR,1675717605
349,la asuncion,11.0333,-63.8628,25.14,80,100,8.41,VE,1675717605
350,saint george,37.1041,-113.5841,11.35,39,100,3.13,US,1675717606
351,toropets,56.4978,31.6353,-1.98,98,100,1.97,RU,1675717606
352,daund,18.4667,74.6,21.64,27,0,3.23,IN,1675717607
353,trat,12.5,102.5,26.6,96,100,0.44,TH,1675717608
354,harlingen,26.1906,-97.6961,27.25,82,0,9.52,US,1675717207
355,kiknur,57.3034,47.2011,-21.93,100,100,1.56,RU,1675717608
356,robertsport,6.7533,-11.3686,25.97,85,98,4.93,LR,1675717609
357,port lincoln,-34.7333,135.8667,17.23,84,0,6.63,AU,1675717609
358,yabrud,33.9674,36.6574,-0.48,81,39,12.99,SY,1675717609
359,san quintin,30.4833,-115.95,16.24,55,15,7.52,MX,1675717610
360,kavaratti,10.5669,72.642,26.96,75,84,5.96,IN,1675717610
361,dingle,10.9995,122.6711,23.47,92,100,3.12,PH,1675717611
362,waitati,-45.75,170.5667,20.06,51,1,2.09,NZ,1675717611
363,peniche,39.3558,-9.3811,10.25,88,22,5.02,PT,1675717611
364,mocuba,-16.8392,36.9856,22.66,95,100,0.39,MZ,1675717612
365,bodden town,19.2833,-81.25,27.78,74,0,3.58,KY,1675717612
366,atar,20.5169,-13.0499,18.65,23,0,3.99,MR,1675717613
367,porbandar,21.6422,69.6093,20.49,78,25,4.25,IN,1675717614
368,bagotville,-28.9833,153.4167,20.35,98,100,1.33,AU,1675717614
369,rafai,4.95,23.9167,24.4,20,6,0.39,CF,1675717615
370,xuddur,4.1213,43.8894,23.8,59,34,6.47,SO,1675717615
371,lana,46.6124,11.1559,3.68,67,99,1.17,IT,1675717616
372,port hardy,50.6996,-127.4199,7.15,96,100,9.71,CA,1675717617
373,erzin,36.9559,36.2,6.59,92,100,1.93,TR,1675717617
374,ternate,0.8,127.4,25.34,84,100,2.16,ID,1675717618
375,atherton,53.5237,-2.4935,4.14,85,74,0.47,GB,1675717618
376,fairbanks,64.8378,-147.7164,-14.95,78,40,0.0,US,1675717519
377,rennes,48.1667,-1.6667,4.02,65,0,3.6,FR,1675717035
378,tura,25.5198,90.2201,13.95,53,0,1.44,IN,1675717401
379,vardo,70.3705,31.1107,-0.01,93,75,9.26,NO,1675717619
380,kodiak,57.79,-152.4072,2.73,60,0,2.06,US,1675717619
381,brufut,13.3814,-16.7518,21.05,60,55,4.63,GM,1675717620
382,rockport,28.0206,-97.0544,26.01,100,20,7.72,US,1675717620
383,bud,39.447,-86.1758,9.47,61,100,4.51,US,1675717620
384,nome,64.5011,-165.4064,-13.96,66,0,4.12,US,1675717568
385,sept-iles,50.2001,-66.3821,-9.0,67,20,3.09,CA,1675717526
386,dauphin,51.1494,-100.0502,1.81,89,79,5.76,CA,1675717621
387,liku,-0.7275,119.8922,23.02,92,75,0.77,ID,1675717622
388,taiyuan,37.8694,112.5603,-6.08,68,68,2.0,CN,1675717625
389,lesnoy,57.6198,63.0784,-11.4,96,100,2.05,RU,1675717629
390,hachinohe,40.5,141.5,-1.35,93,50,1.49,JP,1675717406
391,sumenep,-7.0167,113.8667,24.38,86,100,3.94,ID,1675717630
392,raga,8.4596,25.678,25.31,14,22,2.39,SS,1675717631
393,olavarria,-36.8927,-60.3225,33.73,21,7,5.67,AR,1675717632
394,el seibo,18.7641,-69.0375,28.74,63,13,4.04,DO,1675717633
395,hualmay,-11.0964,-77.6139,24.79,74,52,3.5,PE,1675717634
396,salekhard,66.53,66.6019,-27.77,100,84,1.24,RU,1675717635
397,novi iskar,42.8,23.35,-3.86,63,75,0.51,BG,1675717637
398,trairi,-3.2778,-39.2689,25.72,83,70,3.46,BR,1675717471
399,aden,12.7794,45.0367,24.06,68,51,4.99,YE,1675717637
400,hirara,24.8,125.2833,20.66,81,84,3.36,JP,1675717638
401,chumikan,54.7183,135.315,-23.22,86,100,2.09,RU,1675717639
402,hohhot,40.8106,111.6522,-4.49,49,8,0.65,CN,1675717641
403,north bend,43.4065,-124.2243,12.31,71,100,1.54,US,1675717641
404,vyyezdnoye,55.3815,43.7864,-19.3,100,95,1.22,RU,1675717642
405,tucupita,9.0622,-62.051,28.72,57,99,3.65,VE,1675717642
406,fortuna,40.5982,-124.1573,12.18,68,100,1.34,US,1675717074
407,kloulklubed,7.0419,134.2556,25.28,76,100,9.14,PW,1675717643
408,jaguey grande,22.5269,-81.1286,27.45,54,89,2.42,CU,1675717644
409,petropavlovka,50.6114,105.3196,-22.27,96,60,1.82,RU,1675717646
410,zmeinogorsk,51.1567,82.195,-5.67,94,100,4.09,RU,1675717647
411,mtwara,-10.2667,40.1833,27.06,78,99,4.72,TZ,1675717647
412,port macquarie,-31.4333,152.9167,20.59,79,48,1.17,AU,1675717432
413,namibe,-15.1961,12.1522,21.76,77,92,2.14,AO,1675717650
414,fort collins,40.5853,-105.0844,6.8,42,100,8.23,US,1675717531
415,panalingaan,8.7842,117.4231,25.04,85,97,0.35,PH,1675717652
416,winnemucca,40.973,-117.7357,3.22,52,17,4.44,US,1675717653
417,camopi,3.1655,-52.3158,23.77,97,94,2.0,GF,1675717653
418,sabancuy,18.9667,-91.1833,26.47,64,14,3.75,MX,1675717587
419,bam,29.106,58.357,14.46,34,6,2.81,IR,1675717654
420,westport,41.1415,-73.3579,9.38,59,0,9.77,US,1675717654
421,grand gaube,-20.0064,57.6608,25.77,81,91,2.24,MU,1675717655
422,sao filipe,14.8961,-24.4956,20.59,61,8,7.46,CV,1675717655
423,los zacatones,22.95,-102.05,23.89,11,7,2.75,MX,1675717655
424,viedma,-40.8135,-62.9967,24.45,30,0,8.1,AR,1675717656
425,harper,4.375,-7.7169,26.37,80,100,3.87,LR,1675717656
426,kirgiz-miyaki,53.6324,54.7979,-14.61,100,91,0.32,RU,1675717657
427,koungheul,13.9833,-14.8,26.93,13,59,4.47,SN,1675717657
428,samarai,-10.6167,150.6667,25.43,88,100,4.29,PG,1675717658
429,yuncheng,35.0231,110.9928,3.52,65,100,1.81,CN,1675717658
430,varzea da palma,-17.5981,-44.7308,27.2,71,99,1.34,BR,1675717659
431,acucena,-19.0731,-42.5464,25.45,86,55,0.91,BR,1675717659
432,zafarabad,25.7,82.7333,13.36,56,0,1.07,IN,1675717659
433,micheweni,-4.9667,39.8333,26.57,77,99,4.28,TZ,1675717660
434,hailar,49.2,119.7,-26.6,100,85,2.22,CN,1675717660
435,nerchinsk,51.9833,116.5833,-30.04,100,61,0.34,RU,1675717661
436,talaya,61.3833,152.75,-39.02,100,100,0.47,RU,1675717661
437,matagami,49.7502,-77.6328,-10.94,62,0,4.63,CA,1675717661
438,coquimbo,-29.9533,-71.3436,19.85,77,75,5.66,CL,1675717662
439,banes,20.9625,-75.7186,27.28,60,18,5.8,CU,1675717662
440,uglerodovskiy,48.147,40.0621,-9.17,92,100,6.01,RU,1675717662
441,praia da vitoria,38.7333,-27.0667,13.75,86,100,11.27,PT,1675717663
442,quesnel,52.9999,-122.5029,3.99,88,92,5.6,CA,1675717663
443,mayor pablo lagerenza,-19.9309,-60.7718,31.2,51,90,3.64,PY,1675717664
444,roros,62.5747,11.3842,-14.09,85,100,0.0,NO,1675717664
445,kiama,-34.6833,150.8667,22.43,89,94,0.89,AU,1675717664
446,togur,58.3631,82.8265,-20.65,100,100,1.56,RU,1675717665
447,fershampenuaz,53.5202,59.8117,-16.81,98,100,1.64,RU,1675717665
448,soyo,-6.1349,12.3689,26.7,82,67,2.64,AO,1675717665
449,olive branch,34.9618,-89.8295,19.85,49,75,3.6,US,1675717666
450,homer,59.6425,-151.5483,-0.06,87,100,5.66,US,1675717666
451,adeje,28.1227,-16.726,16.68,66,20,2.06,ES,1675717667
452,simao dias,-10.7383,-37.8111,26.22,69,79,5.64,BR,1675717667
453,bahir dar,11.5936,37.3908,20.14,32,40,2.87,ET,1675717667
454,boden,65.8252,21.6886,-1.0,90,100,4.41,SE,1675717668
455,lagoa,39.05,-27.9833,13.28,73,100,11.95,PT,1675717668
456,mezokovesd,47.8167,20.5833,-4.65,68,0,3.66,HU,1675717669
457,kamina,-8.7386,24.9906,18.32,88,92,1.35,CD,1675717669
458,kapit,2.0167,112.9333,22.94,99,100,0.72,MY,1675717669
459,labuhan,-6.8844,112.2051,24.6,84,100,3.68,ID,1675717670
460,termiz,37.2242,67.2783,8.05,76,0,5.14,UZ,1675717671
461,manaia,-39.55,174.1333,17.27,76,65,6.02,NZ,1675717672
462,bara,10.3744,10.7288,27.74,16,100,6.79,NG,1675717672
463,talavera de la reina,39.9635,-4.8308,5.56,73,20,6.6,ES,1675717672
464,yumen,40.2833,97.2,-3.89,45,75,4.25,CN,1675717673
465,tagusao,9.1924,117.8141,25.25,85,92,0.93,PH,1675717674
466,karaj,35.8355,51.0103,6.29,63,95,2.1,IR,1675717675
467,teguldet,57.3064,88.1667,-20.25,97,90,2.02,RU,1675717675
468,rurrenabaque,-14.4413,-67.5278,24.86,96,90,1.31,BO,1675717676
469,red bluff,40.1785,-122.2358,15.07,33,0,8.75,US,1675717676
470,emirdag,39.0197,31.15,-2.73,93,100,8.52,TR,1675717677
471,voh,-20.9667,164.7,27.97,79,100,1.72,NC,1675717677
472,ostrovnoy,68.0531,39.5131,-5.99,88,100,9.69,RU,1675717678
473,kropotkin,45.4375,40.5756,-3.07,87,100,8.13,RU,1675717678
474,ordubad,38.9059,46.0234,4.15,90,91,3.95,AZ,1675717678
475,whitehorse,60.7161,-135.0538,0.57,53,4,5.36,CA,1675717679
476,karratha,-20.7377,116.8463,29.59,66,3,1.64,AU,1675717679
477,tadine,-21.55,167.8833,26.68,75,94,5.66,NC,1675717679
478,vuktyl,63.8567,57.3094,-24.11,100,92,1.73,RU,1675717680
479,itarema,-2.9248,-39.9167,26.31,78,100,4.86,BR,1675717680
480,saint-joseph,-21.3667,55.6167,25.21,83,76,4.63,RE,1675717681
481,shebekino,50.4097,36.9136,-5.32,93,99,3.75,RU,1675717681
482,bhawanipatna,19.9,83.1667,16.79,24,15,1.49,IN,1675717682
483,madingou,-4.1536,13.55,22.51,89,90,0.77,CG,1675717682
484,beyneu,45.3167,55.2,1.78,84,100,7.62,KZ,1675717683
485,wanning,18.8003,110.3967,21.75,92,26,1.34,CN,1675717684
486,haines junction,60.7522,-137.5108,-3.11,81,76,1.48,CA,1675717685
487,haapsalu,58.9431,23.5414,-0.55,90,100,2.47,EE,1675717685
488,maltahohe,-24.8333,16.9833,23.88,49,100,5.47,NA,1675717687
489,khani,41.9563,42.9566,3.76,67,100,2.38,GE,1675717688
490,teluknaga,-6.0989,106.6381,30.1,83,20,3.09,ID,1675717688
491,roxas,11.5853,122.7511,24.52,89,100,3.44,PH,1675717689
492,doha,25.2867,51.5333,20.94,83,0,5.14,QA,1675717690
493,impfondo,1.6381,18.0667,27.72,32,89,0.27,CG,1675717690
494,yasenskaya,46.3592,38.269,-2.77,76,100,9.78,RU,1675717691
495,pangai,-19.8,-174.35,27.28,75,54,8.55,TO,1675717640
496,lafayette,30.2335,-92.0668,22.01,52,0,5.66,US,1675717693
497,alekseyevsk,57.8406,108.3492,-12.05,95,100,3.0,RU,1675717695
498,hami,42.8,93.45,0.36,42,100,1.13,CN,1675717697
499,copacabana,6.3463,-75.5089,29.45,47,84,2.37,CO,1675717698
500,lata,40.1629,-8.3327,12.67,66,1,2.2,PT,1675717699
501,vilsbiburg,48.45,12.35,-3.01,88,44,1.79,DE,1675717700
502,launceston,-41.45,147.1667,13.42,81,3,2.57,AU,1675717702
503,tataranu,45.5167,27.3167,-3.51,76,27,9.2,RO,1675717703
504,miquelon,47.0975,-56.3814,2.0,98,100,2.4,PM,1675717704
505,ginda,30.6945,78.4932,3.91,49,4,3.65,IN,1675717706
506,mchinji,-13.7984,32.8802,18.02,99,100,1.32,MW,1675717706
507,kaoma,-14.7833,24.8,18.58,98,100,1.7,ZM,1675717708
508,puerto quijarro,-17.7833,-57.7667,28.68,65,97,2.77,BO,1675717709
509,olinala,17.8333,-98.85,28.25,22,1,1.94,MX,1675717711
510,quelimane,-17.8786,36.8883,24.66,84,100,1.93,MZ,1675717712
511,roald,62.5833,6.1333,9.08,71,75,7.72,NO,1675717712
512,padang,-0.9492,100.3543,25.02,81,100,1.61,ID,1675717712
513,kargasok,59.0556,80.8572,-19.17,100,100,1.37,RU,1675717713
514,severomuysk,56.1481,113.4267,-26.3,98,95,1.46,RU,1675717713
515,magole,-6.3667,37.3667,21.91,83,100,1.39,TZ,1675717714
516,saint-leu,-21.15,55.2833,25.48,79,41,0.46,RE,1675717714
517,parnamirim,-5.9156,-35.2628,26.19,79,23,4.15,BR,1675717714
518,san pedro,14.35,121.0167,24.62,89,40,1.03,PH,1675717641
519,taikang,46.8333,124.4167,-20.35,88,4,2.14,CN,1675717715
520,ashland,40.8167,-82.2665,0.3,54,12,0.82,US,1675717584
521,tondano,1.3038,124.9112,20.05,90,100,0.93,ID,1675717715
522,bull savanna,17.8868,-77.5902,25.68,68,41,5.16,JM,1675717716
523,paso de carrasco,-34.8603,-56.0522,30.25,68,0,5.52,UY,1675717646
524,fuxin,42.0156,121.6589,-5.9,45,100,1.72,CN,1675717716
525,muros,42.7762,-9.0603,9.35,66,0,4.12,ES,1675717717
526,black river,18.0264,-77.8487,27.1,66,65,1.2,JM,1675717717
527,nuevo laredo,27.4763,-99.5164,29.15,42,40,9.26,MX,1675717718
528,mopipi,-21.1833,24.8833,28.17,36,90,1.87,BW,1675717718
529,riviere-au-renard,48.9957,-64.3971,-7.8,79,100,5.24,CA,1675717719
530,sychevka,55.8252,34.2736,-9.28,96,100,2.55,RU,1675717719
531,chodavaram,17.8333,82.95,20.91,68,10,0.87,IN,1675717719
532,ambon,-3.6954,128.1814,25.08,94,40,0.51,ID,1675717720
533,touros,-5.1989,-35.4608,26.7,78,7,5.77,BR,1675717720
534,sambava,-14.2667,50.1667,24.18,89,100,1.78,MG,1675717721
535,okhotsk,59.3833,143.3,-23.58,80,100,5.25,RU,1675717721
536,providencia,28.7167,-111.5833,26.23,33,96,8.72,MX,1675717721
537,bindura,-17.3019,31.3306,18.92,91,72,0.99,ZW,1675717722
538,tias,28.9611,-13.645,14.82,72,40,2.06,ES,1675717722
539,rodrigues alves,-7.738,-72.6509,23.43,93,100,0.9,BR,1675717723
540,atikokan,48.7555,-91.6216,-0.58,87,100,6.03,CA,1675717723
541,grevesmuhlen,53.8667,11.1833,-1.2,94,8,3.18,DE,1675717724
542,mogadishu,2.0371,45.3438,25.04,86,85,8.43,SO,1675717589
543,luang prabang,19.8856,102.1347,18.14,76,11,0.42,LA,1675717724
544,lorengau,-2.0226,147.2712,25.46,93,100,4.59,PG,1675717724
545,aparecida do taboado,-20.0867,-51.0936,26.13,81,91,0.64,BR,1675717502
546,geraldton,-28.7667,114.6,17.23,82,40,4.12,AU,1675717725
547,montague,42.5356,-72.5351,7.25,66,100,0.89,US,1675717725
548,wewak,-3.5534,143.6268,25.31,86,100,2.11,PG,1675717726
549,barmer,25.75,71.3833,16.9,27,0,2.39,IN,1675717644
550,koygorodok,60.445,50.9968,-21.81,100,100,0.93,RU,1675717726
551,guiratinga,-16.3494,-53.7583,25.18,84,99,1.61,BR,1675717727
552,miraflores,19.2167,-98.8083,22.36,15,0,1.83,MX,1675717727
553,jacqueville,5.2052,-4.4146,26.92,84,100,7.02,CI,1675717727
554,zarubino,42.63,131.0922,-7.83,85,15,3.36,RU,1675717728
555,port keats,-14.25,129.55,25.89,73,37,1.58,AU,1675717728
556,chernyshevskiy,63.0128,112.4714,-37.01,100,97,0.52,RU,1675717729
557,yelizovo,53.1873,158.3805,-13.92,71,75,4.0,RU,1675717729
558,san carlos,9.6612,-68.5827,34.26,26,48,2.64,VE,1675717729
559,morondava,-20.2833,44.2833,26.0,81,100,1.93,MG,1675717730
560,kattivakkam,13.2167,80.3167,24.05,78,4,1.45,IN,1675717730
561,behbahan,30.5959,50.2417,13.94,69,100,2.58,IR,1675717730
562,sao felix do xingu,-6.6447,-51.995,28.07,74,58,0.92,BR,1675717731
563,mtsensk,53.2766,36.5733,-5.93,94,100,1.92,RU,1675717731
564,springbok,-29.6643,17.8865,19.17,59,99,2.85,ZA,1675717731
565,sur,22.5667,59.5289,21.56,64,82,2.36,OM,1675717732
566,husavik,66.0449,-17.3389,-1.31,83,69,6.31,IS,1675717732
